row_id,Echo Artist,Local Artist,Local title,Echo_song_title,Echo Artist_id,Echo_song_id,local_add,energy,liveness,tempo,speechiness,acousticness,danceability,instrumentalness,loudness,valence,key,mode,labeled_valence,labeled_arousal
109,Ike & Tina Turner,Ike ,It&s Gonna Work Out Fine ,It's Gonna Work Out Fine,AR6681Y1187FB39B02,SOHDAPM1313438EBF6,salami/0212,0.898097,0.123044,143.899,0.063627,0.514298,0.647687,0.001106,-9.252,0.962922,0,1,1,2
110,Mel Torm_,Mel Torme ,Comin& Home Baby ,Comin' Home Baby,ARBY7AW1187FB369F8,SOYGVXQ13CF6A40962,salami/0213,0.345952,0.120351,170.445,0.075802,0.92456,0.499145,0,-13.46,0.802266,6,1,1,0
111,Magic Man,Heart ,Magic Man ,The Magic Man,ARYZINU1271F5762D5,SOTCZMB13EE35975B4,salami/0215,0.507191,0.601801,125.005,0.029666,0.000109,0.698893,0.609,-7.92,0.825854,0,1,1,2
112,Rick Springfield,Rick Springfield ,Jessie&s Girl ,Jessie's Girl,ARUUKVP1187B9AF57D,SOBPWZO12AF72A7348,salami/0217,0.701975,0.079627,87.676,0.061711,0.002385,0.639601,0.597931,-8.093,0.881073,9,0,1,2
113,ABBA-DJ,Abba ,Fernando ,Fernando,AR6R3V31187FB3EA8E,SOKCIMT13B24B96B33,salami/0218,0.950204,0.087699,135.001,0.054772,0.021146,0.73789,0.035627,-6.895,0.288659,9,1,1,2
114,Roberta Flack,Roberta Flack ,Feel Like Making Love ,FEEL LIKE MAKIN' LOVE,ARQ95WI1187B99C6C5,SOLMEAR1379E4F96EA,salami/0221,0.159028,0.107227,93.829,0.029122,0.929582,0.680165,0.52085,-26.129,0.745284,8,1,1,2
115,Elvis Presley,Elvis Presley ,For Ol& Times Sake ,For Ol' Times Sake,ARULZ741187B9AD2EF,SOUOPNG1402645264F,salami/0222,0.407258,0.103446,136.49,0.033554,0.297149,0.61772,0.005971,-14.808,0.226076,10,1,1,0
116,Michael Jackson,Michael Jackson ,Wanna Be Startin& Somethin& ,Wanna Be Startin' Somethin',ARXPPEY1187FB51DF4,SOETDRF13E908860F6,salami/0223,0.935486,0.867583,135.613,0.123191,0.003897,0.525176,0.285732,-11.627,0.123003,7,1,1,3
117,Glen Campbell,Glen Campbell ,Galveston ,Galveston,AR8H87D1187FB3A841,SOSLYVI13723EE158F,salami/0224,0.792376,0.78139,114.229,0.234053,0.555178,0.4993,2.00E-06,-8.836,0.753522,5,1,1,2
118,Pat Benatar,Pat Benatar ,Promises In The Dark ,Promises In The Dark (Live),ARPMB2A1187FB4D306,SOPPLPI13167715820,salami/0227,0.764752,0.917326,156.347,0.08361,0.032595,0.254601,0.052114,-13.304,0.243604,5,1,0,3
119,The Beach Boys,The Beach Boys ,Still Cruisin ,Still Cruisin',AR2DGPY1187FB4CECF,SOCAWCC131677169B9,salami/0228,0.599175,0.085947,116.66,0.03822,0.07767,0.736305,6.00E-06,-9.244,0.810074,0,1,1,2
120,The Rolling Stones,The Rolling Stones ,Honky Tonk Women ,HONKY TONK WOMEN,ARFCUN31187B9AD578,SOZKEEK12B0B80887C,salami/0229,0.75335,0.063028,120.843,0.04808,0.445907,0.584579,0.040858,-8.927,0.975888,7,1,1,2
121,John Denver,John Denver ,Back Home Again ,Back Home Again (live),AROQSCE1187B99F0FC,SOBOARH137716BF168,salami/0235,0.277701,0.889034,112.937,0.043266,0.807685,0.487872,2.20E-05,-15.59,0.489878,4,1,0,0
122,Kenny Rogers,Kenny Rogers ,You Decorated My Life ,You Decorated My Life,ARO4WQR1187B9B9825,SOGUMAD13672F60C5B,salami/0238,0.275822,0.218196,170.147,0.030558,0.802064,0.290533,0.000304,-13.195,0.184423,7,1,0,0
123,The Beach Boys,The Beach Boys ,Sail On Sailor ,Sail On,AR2DGPY1187FB4CECF,SODKXFD139031CAE86,salami/0239,0.673718,0.118884,109.829,0.027313,0.107356,0.671979,0,-8.699,0.86812,9,0,1,2
124,Just the way you are,Billy Joel ,Just The Way You Are ,Just The Way You Are,ARWEICG12CEB275CDF,SOPRXLR1461522B578,salami/0240,0.617832,0.121524,120.78,0.05645,0.907927,0.733558,0.912084,-8.979,0.961614,4,1,1,2
125,The Christmas Collective,Bing Crosby ,White Christmas ,White Christmas (Originally Performed By Bing Crosby) [Full Vocal Version],ARAWCMR1241B9C5CCF,SOXHQPY149D2E4C999,salami/0241,0.28304,0.368489,93.989,0.029879,0.054665,0.233847,0.556243,-11.544,0.136044,9,1,0,1
126,Stevie B,Stevie B ,Because I Love You ,Because I Love You,ARSOYIA11F4C842DA4,SOASGSZ13134387F79,salami/0242,0.461385,0.101608,125.8,0.03116,0.564655,0.401533,0,-6.039,0.098623,1,1,0,2
127,The Rolling Stones, Baby,Have You Seen Your Mother,Have You Seen Your Mother,ARFCUN31187B9AD578,SOGHAOM13FAE719152,salami/0244,0.775539,0.060316,100.306,0.039818,0.651848,0.467311,0.834747,-6.98,0.547055,7,1,1,2
128,John Denver,John Denver ,It Amazes Me ,It Amazes Me (Live),AROQSCE1187B99F0FC,SOUIWNG1311AFE8D9C,salami/0245,0.752187,0.82103,91.13,0.23239,0.492517,0.471172,0,-9.894,0.805029,2,1,1,2
129,Rhinestone Heroes,Glen Campbell ,Rhinestone Cowboy ,Rhinestone Cowboy (Originally Recorded by Glen Campbell) [Karaoke Version],ARNXAZP145BA1402DB,SONZPJA14686277146,salami/0246,0.457362,0.088561,116.991,0.032382,0.004528,0.625043,0.78802,-13.379,0.41812,0,1,1,2
130,J. Frank Wilson & The Cavaliers,J. Frank Wilson,Last Kiss ,Last Kiss,ARLFKXU1187B9908FF,SOACMFT13E328821DA,salami/0247,0.526247,0.150232,136.615,0.045179,0.61897,0.720649,1.50E-05,-8.65,0.89524,4,1,1,2
131,Ten Years After,Ten Years After ,I&d Love To Change The World ,I'd love to change the world,AR8SRQ31187FB4D477,SOCJWAP14789F0B545,salami/0248,0.724304,0.9796,115.068,0.036183,0.371705,0.292955,1.00E-06,-5.037,0.327867,0,1,0,2
132,Bob Seger,Bob Seger ,Old Time Rock Roll ,Old Time Rock & Roll,ARJ45QE1187FB423B8,SOODUVU13672C5900E,salami/0249,0.938084,0.05742,124.128,0.040174,0.205232,0.714526,0,-3.01,0.963681,6,1,1,2
133,"Jimmy ""Handy Man"" Jones",Jimmy Jones ,Handy Man ,Handy Man,AR7U7RH1187FB3F72D,SOWRMFG13E32BF743B,salami/0250,0.701127,0.344448,143.657,0.12207,0.612039,0.410667,0,-9.698,0.827471,2,0,1,2
134,Brother Jack McDuff,Brother Jack McDuff ,Theme From Electric Surfboard ,Theme From Electric Surfboard,ARMAMFD12086C1456B,SOCIFQI12A8C13CFC9,salami/0251,0.648184,0.112125,98.328,0.03355,0.298395,0.485005,0.623902,-5.042,0.609451,6,1,1,2
135,Dion,Dion ,Love Came To Me ,Love Came to Me,ARDSEZK1187B9A42A0,SOKSQRT12B3A1D99A4,salami/0253,0.482369,0.52371,119.316,0.03068,0.82473,0.539093,1.40E-05,-8.353,0.827861,7,1,1,2
136,Simple Minds,Simple Minds ,Sanctify Yourself ,Sanctify Yourself,ARML8X41187B990644,SOJKGTU1340BBA21FA,salami/0254,0.937178,0.931644,130.035,0.062146,0.007661,0.494596,0.000216,-4.223,0.445143,0,1,1,3
137,Brownsville Station,Brownsville station ,Smokin& In The Boys Room ,Smokin' in the Boys Room 2012,AR7Q6B51187FB4CE64,SOBJRJO1414474DA3B,salami/0256,0.929438,0.040434,127.897,0.062915,0.000903,0.588191,0.001143,-4.579,0.575444,6,0,0,3
138,Max Frost & the Troopers,Max Frost,Shape Of Things To Come ,Shape of Things to Come,ARED9FO1187B991A86,SOPTXOO13F8CC1D0E8,salami/0257,0.67954,0.072854,78.997,0.038063,0.050327,0.467669,0,-9.375,0.723587,1,1,1,2
139,Firehouse,Firehouse ,Don t Treat Me Bad ,Don't Treat Me Bad,ARMH10M1187FB4184F,SOUDFMI144BEBFDD86,salami/0258,0.793362,0.081162,109.975,0.03881,0.011434,0.513791,0.000445,-9.668,0.566301,8,1,0,2
140,Patrick Hernandez,Patrick Hernandez ,Born To Be Alive ,Born to Be Alive,ARZNLRX1187FB57970,SOAEJRK1315CD4FD91,salami/0259,0.792493,0.096384,131.386,0.031513,0.027509,0.658937,0.004421,-12.944,0.84943,2,1,1,2
141,Tom Jones,Tom Jones ,She&s A Lady ,She's A Lady,ARFHP8I1187B9B303F,SOOAOMV12A6D4F81BA,salami/0260,0.939457,0.340739,119.862,0.228898,0.158632,0.506159,0,-5.397,0.650384,2,1,1,2
142,Iron Butterfly,Iron Butterfly ,In-A-Gadda-Da-Vida ,Iron Butterfly Theme,ARFS2MY1187FB40893,SOUHVRY1371943BAC0,salami/0261,0.535298,0.169148,182.756,0.033896,0.029216,0.172059,0.779012,-11.676,0.391365,10,1,0,1
143,Wednesday,Wednesday ,Last Kiss ,Last Kiss,ARR1U6O1187FB40DF0,SOVUIDS12A8C141D8A,salami/0263,0.477078,0.218335,136.536,0.204083,0.233833,0.673953,2.00E-06,-14.428,0.797024,0,1,1,2
144,The 5th Dimension,The 5th Dimension ,(Last Night) I Didn&t Get To Sleep At All ,(Last Night) I Didn't Get To Sleep At All,ARKVEIM1187FB4D597,SOKEATS13167712FC1,salami/0265,0.622758,0.103534,105.293,0.027811,0.462956,0.668239,0.00089,-9.208,0.510865,5,0,1,2
145,Johnny Tillotson,Johnny Tillotson ,Worried Guy ,Worried Guy,ARKMSNH1187FB44DEB,SONQAOG145076F705B,salami/0267,0.764308,0.213014,86.116,0.048582,0.579905,0.469293,0.000958,-9.877,0.596618,7,1,1,1
146,REO Speedwagon,REO Speedwagon ,Time For Me To Fly ,Time for Me to Fly,ARL1AFK1187FB3B05B,SODWEGN1315CD4AC90,salami/0268,0.780937,0.486351,88.751,0.043818,0.002838,0.382099,0.000236,-5.591,0.247157,2,1,0,3
147,Pink Floyd,Pink Floyd ,Money ,Money,ARD4C1I1187FB4B0C3,SOTLMLG13D6F879E41,salami/0269,0.513372,0.330214,125.633,0.053371,0.017097,0.484909,0.002573,-9.732,0.459453,6,0,0,2
148,The Beach Boys,The Beach Boys ,In My Room ,In My Room (Demo),AR2DGPY1187FB4CECF,SOFWNZU12A6D4F79EB,salami/0270,0.288587,0.438692,105.264,0.030379,0.375927,0.269619,1.50E-05,-12.957,0.170055,4,1,0,0
149,Robert Palmer,Robert Palmer ,Addicted to Love ,Addicted To Love - Robert Palmer,AR4BDNG1187FB44870,SONZGLA14F323B65A8,salami/0271,0.999754,0.354224,110.71,0.082043,0.144157,0.391576,0.971581,-6.731,0.016978,2,1,1,1
150,Pat Benatar,Pat Benatar ,Promises In The Dark ,Promises In The Dark (Live),ARPMB2A1187FB4D306,SOPPLPI13167715820,salami/0275,0.764752,0.917326,156.347,0.08361,0.032595,0.254601,0.052114,-13.304,0.243604,5,1,0,3
151,Clarence Carter,Clarence Carter ,Patches ,Patches,AR2S8PI1187FB4D4D4,SOFANOZ12AB0185BAD,salami/0276,0.511026,0.16345,80.669,0.113281,0.209124,0.66521,0,-15.706,0.729945,11,1,1,2
152,The Rolling Stones,Rolling Stones ,Waiting On A Friend ,Waiting On A Friend (Live),ARFCUN31187B9AD578,SOKQNGM14FB4E43D9F,salami/0278,0.76045,0.961178,120.516,0.043478,0.372786,0.490143,0.005672,-9.451,0.590616,0,1,1,2
153,Patrick Hernandez,Patrick Hernandez ,Born To Be Alive ,Born to Be Alive,ARZNLRX1187FB57970,SOAEJRK1315CD4FD91,salami/0279,0.792493,0.096384,131.386,0.031513,0.027509,0.658937,0.004421,-12.944,0.84943,2,1,1,2
154,Kim Weston And Frankie Gaye,Kim Weston,It Takes Two ,It Takes Two - Live,ARTJSVR1269FB32138,SOOQMYG1312A8A652C,salami/0280,0.856757,0.708447,137.347,0.08748,0.060342,0.496507,0.013385,-8.059,0.816903,10,1,1,2
155,Heart,Heart ,There&s the Girl ,There's The Girl,ARN3SEQ1187FB47AA8,SONBCXV1376DCD6E46,salami/0281,0.814046,0.333825,130.397,0.029986,0.293352,0.586927,0,-12.934,0.687025,11,0,1,2
156,Bob Dylan,Bob Dylan ,Gotta Serve Somebody ,Gotta Serve Somebody (Live),AR5FP401187FB523C9,SOCRTCG12AB0185725,salami/0282,0.719931,0.908816,98.246,0.044403,0.146433,0.618529,1.00E-06,-9.501,0.591335,7,1,1,2
157,Frank Sinatra,Sinatra ,These Boots Are Made For Walkin& ,Yes Sir / Downtown / These Boots Are Made For Walkin' (With Nancy Sinatra),ARTASUV1187B9A2B67,SOSWWOR12AB0186F99,salami/0284,0.526212,0.499596,132.198,0.412312,0.989671,0.48797,0.07289,-13.915,0.393097,5,1,0,1
158,Brenda Lee,Brenda Lee ,As Usual ,As Usual,ARGKD4W1187B990E04,SOMLCMH12AAF3B3F8E,salami/0288,0.203778,0.106319,85.479,0.029206,0.859255,0.507165,6.40E-05,-12.048,0.560706,8,1,1,1
159,The Hollies,The Hollies ,Long Dark Road ,Long Dark Road,ARXRNDO1187FB42BE5,SODOAIV1311AFD679E,salami/0290,0.708558,0.661037,122.072,0.037592,0.054594,0.529928,0.021677,-8.85,0.705086,4,1,1,2
160,Rita Coolidge,Rita Coolidge ,The Way You Do The Things You Do ,The Way You Do The Things You Do,ARKS15B1187B98CF13,SOIUNFL12A6D4F9729,salami/0291,0.677495,0.13295,108.405,0.0364,0.20928,0.708291,1.00E-06,-8.851,0.923076,9,0,1,2
161,The Police,The Police ,Every Little Thing She Does Is Magic ,Every Little Thing She Does Is Magic,ARIPLUN1187B99B9F9,SOVMWEE144AED87B4E,salami/0293,0.237778,0.133269,123.129,0.042167,0.709411,0.668479,0.000114,-10.893,0.416119,7,1,1,3
162,Jerry Jeff Walker,Jerry Jeff Walker ,Mr. Bojangles ,Mr. Bojangles,ARVYKVI1187B9B9181,SOJNBBR1376D3DF005,salami/0294,0.62293,0.125332,82.626,0.029539,0.578403,0.566237,0.076491,-8.058,0.614381,2,1,1,1
163,Just the way you are,Billy Joel ,Just The Way You Are ,Just The Way You Are,ARWEICG12CEB275CDF,SOPRXLR1461522B578,salami/0295,0.617832,0.121524,120.78,0.05645,0.907927,0.733558,0.912084,-8.979,0.961614,4,1,1,2
164,Eagles,Eagles ,Lyin& Eyes ,Lyin' Eyes,AR16GSC1187B9A6291,SOAHALO131343927E9,salami/0296,0.673305,0.164171,132.68,0.024813,0.203372,0.66883,0.02708,-9.754,0.864214,7,1,1,2
165,Bobby Womack,Bobby Womack ,That&s the Way I Feel About Cha ,That's the Way I Feel About Cha,ARNIYM61187FB4F85B,SOHLLED148748E93C4,salami/0297,0.491678,0.16323,106.567,0.034462,0.602512,0.502328,0.000171,-9.426,0.74585,2,1,1,1
166,Here We Go Again,Whitesnake ,Here I Go Again ,As the Days Go,ARCWDUA12CAE3AA53D,SONPCNC14D185229E6,salami/0300,0.943218,0.076381,102.69,0.127842,0.0695,0.571629,0,-6.788,0.388707,2,1,1,2
167,The Beatles,The Beatles ,Do You Want To Know A Secret ,Do You Want to Know a Secret (Live On Pop Go The Beatles Show,AR6XZ861187FB4CECD,SOOEUDD146FEC4F847,salami/0302,0.431959,0.164484,134.742,0.056016,0.98615,0.443508,0.758866,-16.623,0.512959,1,0,1,2
168,Juice Newton,Juice Newton ,Break It To Me Gently ,Break It to Me Gently,AREFVTN1187FB40ACA,SOFJTYT1376AE05394,salami/0303,0.492498,0.437299,177.818,0.030974,0.65113,0.161391,2.00E-06,-5.469,0.225196,4,1,0,2
169,Digital Underground,Digital Underground ,The Humpty Dance ,The Humpty Dance,ARYSJWK1187B9B32CE,SOTPRJC1462EE1BA20,salami/0304,0.859292,0.124775,103.478,0.28177,0.112216,0.775041,0,-5.089,0.683267,8,0,1,2
170,Village People,Village People ,In The Navy ,In The Navy,AR64Z6B1187B9A1729,SOCTUHY12C106CA4C9,salami/0306,0.973983,0.369441,126.574,0.054816,0.113436,0.724785,0,-3.975,0.819749,7,0,1,2
171,Smokey Robinson,Smokey Robinson ,Cruisin& ,Cruisin',ARHAS6X1187B9901C6,SOEOUGL12A58A7ADEC,salami/0307,0.431289,0.087733,168.571,0.033817,0.168451,0.506397,0,-12.349,0.619316,6,0,1,1
172,Roger Miller,Roger Miller ,You Can&t Roller Skate In A Buffalo Herd ,You Can't Roller Skate In A Buffalo Herd,AR91GW21187FB4F642,SOFIVEJ1460792F5E0,salami/0308,0.584426,0.096798,177.233,0.162474,0.681973,0.607336,0,-8.572,0.944032,7,1,1,2
173,Cyndi Lauper,Cyndi Lauper ,All Through The Night ,All Through The Night (Live),ARGE7G11187FB37E05,SOULPMH1312FE0124A,salami/0309,0.813246,0.981329,96.294,0.061582,0.430034,0.497441,0,-6.494,0.467635,8,1,1,2
174,Little River Band,Little River Band ,The Other Guy ,The Other Guy,AR06XSY1187B9B279E,SOFGMFY12AB01898CD,salami/0310,0.764282,0.088092,143.122,0.045178,0.006834,0.408187,0.001602,-6.631,0.727562,2,1,1,2
175,Anne Murray,Anne Murray ,Daydream Believer ,Daydream Believer,AR6XWV21187FB4ACC5,SOCERKA135B83CB5F8,salami/0312,0.505456,0.115675,126.916,0.026462,0.053417,0.584614,3.00E-06,-8.388,0.590404,10,1,1,1
176,James Brown,James Brown ,I Got You (I Feel Good) ,I Got You (I Feel Good) (Live),ARRDLVE1187FB48F11,SOUGKSS12AB0184DFD,salami/0314,0.666226,0.749608,175.196,0.41203,0.545339,0.459582,0.006478,-11.505,0.633955,7,1,0,2
177,Redbone,Redbone ,Come And Get Your Love ,Come And Get Your Love,ARJ2JC11187B992BBD,SOVPWXP12BF49258CB,salami/0315,0.73752,0.109995,105.795,0.066173,0.227374,0.669525,0.003189,-9.06,0.854596,2,1,1,2
178,Cheap Trick,Cheap Trick ,Dream Police ,Cheap Trick Radio Spot,AREMEW61187B9B62DD,SOHACET12A58A793BF,salami/0317,0.489617,0.515001,66.536,0.879129,0.995382,0.583292,0.45042,-14.227,0.939054,10,1,1,1
179,The String-A-Longs,The String-A-Longs ,Wheels ,Wheels,ARM603Q1187B990A66,SODUPDF1486DF7B0C7,salami/0318,0.323302,0.102085,125.525,0.058468,0.398887,0.832173,0.093451,-16.591,0.873664,0,1,1,1
180,I Want You,Marvin Gaye ,I Want You ,I Want You,ARLNZLC12AA0D89621,SOAGUSU12A8C132446,salami/0319,0.25736,0.722115,127.692,0.06673,0.965324,0.534473,7.00E-06,-10.927,0.24365,0,0,0,0
181,Floy,The Supremes ,Floy Joy ,Floy Joy,ARN6EN21187B98DA3E,SOTOMGV12A67020E58,salami/0320,0.79822,0.112142,130.938,0.134396,0.038137,0.770302,0.000159,-7.258,0.820046,2,0,1,2
182,The Everly Brothers,The Everly Brothers ,Bird Dog ,Bird Dog [The Everly Brothers Show - 1970],ARPAB1I1187B9AD8E4,SOXQZFT12AB0183BC9,salami/0322,0.900211,0.686381,94.645,0.237581,0.476501,0.609782,0,-8.055,0.960117,5,0,1,2
183,Linda Ronstadt,Linda Ronstadt ,When Will I Be Loved ,When Will I Be Loved,ARWW0KV1187FB551A6,SOCEXVI12AF72AA38B,salami/0324,0.725802,0.062281,132.461,0.033358,0.131307,0.530938,2.00E-06,-5.287,0.693397,4,1,1,2
184,Paul Anka,Paul Anka ,Let Me Get To Know You ,Let Me Get To Know You,AR65T9K1187FB3842E,SOUXXYK12AB0183BB4,salami/0325,0.388881,0.100428,94.031,0.025177,0.164828,0.594495,0.000319,-10,0.197538,3,0,0,1
185,The Robert Cray Band,The Robert Cray Band ,Smoking Gun ,Smoking Gun,AR8AVU31187FB42175,SOQNPNO14600C7AB53,salami/0329,0.908442,0.087974,125.831,0.026586,0.023811,0.721322,0.01284,-5.369,0.961066,4,0,1,2
186,The Fifth Dimension,The Fifth Dimension ,Where Do You Wanna Go ,Go Where You Wanna Go,ARQJGPW11F50C49117,SOVNSYM1311AFE65F0,salami/0330,0.515222,0.374558,115.185,0.037905,0.697467,0.527237,0,-10.3,0.645497,7,1,0,1
187,The Rolling Stones,Rolling Stones ,Waiting On A Friend ,Waiting On A Friend (Live),ARFCUN31187B9AD578,SOKQNGM14FB4E43D9F,salami/0332,0.76045,0.961178,120.516,0.043478,0.372786,0.490143,0.005672,-9.451,0.590616,0,1,1,2
188,Rockwellâs,Rockwell ,Somebody s Watching Me ,Somebody Is Watching Me,ARNALGI12472CE31DB,SOSEYUM132C02DAFDF,salami/0334,0.397242,0.098649,125.653,0.043307,0.024297,0.841267,6.70E-05,-13.239,0.921598,0,0,1,2
189,Rita Coolidge,Rita Coolidge ,Your Love Has Lifted Me Higher ,(Your Love Has Lifted Me) Higher And Higher,ARKS15B1187B98CF13,SOFJIRK1315CD46857,salami/0336,0.771488,0.819424,137.895,0.061359,0.043853,0.4091,0.000444,-8.426,0.743029,1,1,1,2
190,Urban Dance Squad,Urban Dance Squad ,Deeper Shade Of Soul ,Deeper Shade Of Soul (Live),ARNC8CV1187FB370B3,SODYLPL12AB017B591,salami/0339,0.809493,0.234275,113.233,0.036476,0.244775,0.705563,2.00E-06,-5.541,0.659444,7,1,1,2
191,Gladys Knight & The Pips,Gladys Night,If I Were Your Woman ,If I Were Your Woman,AR33KSV1187FB4B900,SOMBARR144BEDEAF1E,salami/0343,0.787953,0.385307,75.325,0.045738,0.452888,0.398247,0.013443,-3.695,0.648839,6,1,1,1
192,Freddy Fender,Freddy Fender ,Living It Down ,Living It Down,ARCRV291187FB45B82,SOCIONQ1315CD45F3A,salami/0346,0.148483,0.365261,83.014,0.029582,0.646995,0.62226,0,-15.224,0.333124,0,1,0,1
193,Glen Campbell,Glen Campbell ,Sunflower ,Sunflower,AR8H87D1187FB3A841,SOAZVQT12AB018736E,salami/0347,0.792042,0.190716,129.384,0.030439,0.137693,0.751126,0.001243,-9.401,0.980661,7,1,1,2
194,Firehouse,Firehouse ,Don t Treat Me Bad ,Don't Treat Me Bad,ARMH10M1187FB4184F,SOUDFMI144BEBFDD86,salami/0349,0.793362,0.081162,109.975,0.03881,0.011434,0.513791,0.000445,-9.668,0.566301,8,1,0,2
195,The Highway Riders,Bachman-Turner Overdrive ,Roll On Down The Highway ,Roll On Down The Highway (Made Famous by Bachman-Turner Overdrive),ARBWGWJ12F12995CE5,SOEXRZU12AB018381B,salami/0351,0.816529,0.237025,74.925,0.043468,3.00E-06,0.331752,1.00E-06,-3.271,0.463167,2,1,0,3
196,Sammy Hagar,Sammy Hagar ,I Can&t Drive 55 ,I Can't Drive 55,AR0YTWT1187FB3D62F,SOYLNQN13E90788426,salami/0353,0.563496,0.192516,133.941,0.035275,0.073619,0.480395,0.000906,-14.694,0.816047,9,1,1,2
197,Elton John,Elton John ,Philadelphia Freedom ,Philadelphia Freedom,ARTB3OO1187FB49BDA,SOJKGEP13761F57AE9,salami/0354,0.711208,0.074588,125.478,0.028568,0.026984,0.697877,0.000186,-5.591,0.797539,0,0,1,2
198,Johnny Tillotson,Johnny Tillotson,I Rise,I Rise I Fall,ARKMSNH1187FB44DEB,SOSYRVD14394AEEDF8,salami/0355,0.345985,0.130211,112.984,0.041694,0.712104,0.528031,0,-14.097,0.400697,4,1,0,0
199,Brenda Lee,Brenda Lee ,Dum Dum ,Dum Dum,ARGKD4W1187B990E04,SOYAVWU145E913B9A3,salami/0356,0.543179,0.130559,124.239,0.201674,0.768101,0.692493,0,-9.485,0.660694,1,1,1,1
200,Donna Fargo,Donna Fargo ,Superman ,Superman,AR2VJMU1187B9947AF,SOFLUBQ1376F1598CC,salami/0358,0.678611,0.2812,99.867,0.048876,0.539919,0.592311,4.00E-06,-11.58,0.960313,11,1,1,2
201,The Cure,The Cure ,Just Like Heaven ,Just Like Heaven,ARWA6NT1187FB3F15C,SOGNDKA135CBA592EB,salami/0359,0.89292,0.151455,150.407,0.040769,0.038994,0.433515,6.00E-05,-9.582,0.79926,9,1,1,3
202,Wednesday,Wednesday ,Last Kiss ,Last Kiss,ARR1U6O1187FB40DF0,SOVUIDS12A8C141D8A,salami/0362,0.477078,0.218335,136.536,0.204083,0.233833,0.673953,2.00E-06,-14.428,0.797024,0,1,1,2
203,Evil Ways,Santana ,Evil Ways ,Evil Ways,ARELXMU1241B9C682A,SOJFUMG1311AFD8414,salami/0364,0.728392,0.103409,119.974,0.041071,0.066358,0.727294,0.060911,-9.492,0.850152,10,0,1,2
204,Chicago,Chicago ,Feelin& Stronger Every Day ,Feelin' Stronger Every Day (Live in Chicago,AR4EUFM1187B99592B,SOBXKMU1315CD404F6,salami/0366,0.84383,0.987638,155.964,0.050866,0.011912,0.481096,0.000103,-8.163,0.493148,0,1,0,2
205,Alan O'Day,Alan O&Day ,Undercover Angel ,Undercover Angel,ARJUAFT1187FB37770,SOAVTKT13F8509A377,salami/0367,0.623329,0.076759,98.391,0.044999,0.173536,0.669842,0,-6.33,0.69977,5,1,1,2
206,The Buckinghams,The Buckinghams ,Kind Of A Drag ,Kind Of A Drag,AR4M1NA1187FB54703,SOKEDKL13105FA4A40,salami/0369,0.785264,0.344333,138.122,0.044986,0.69083,0.188903,9.00E-05,-7.799,0.557811,7,1,0,2
207,Neneh Cherry,Neneh Cherry ,Kisses On The Wind ,Kisses On The Wind,AR96LYR1187B9ABABD,SOGWEWH12A6310E9BB,salami/0370,0.678264,0.089759,117.959,0.090532,0.073407,0.757277,3.00E-06,-11.017,0.785985,1,1,1,2
208,Brenda Lee,Brenda Lee ,Losing You ,Losing You,ARGKD4W1187B990E04,SOVZRUP13E8AD2A3B3,salami/0371,0.200538,0.488874,112.397,0.033922,0.96807,0.426382,0.000162,-8.224,0.310143,4,1,0,0
209,Kenny Rogers,Kenny Rogers ,Scarlet Fever ,Scarlet Fever,ARO4WQR1187B9B9825,SOBTVFO135C309D99B,salami/0372,0.341334,0.052135,82.827,0.029694,0.131979,0.633413,0,-15.296,0.675129,2,1,1,1
210,Ann Peebles,Ann Peebles ,I Can&t Stand The Rain ,I Can't Stand The Rain,ARAMLN61187FB4EBEC,SOZWDSB135C3922DA3,salami/0377,0.250597,0.232014,86.658,0.06899,0.642951,0.638704,0,-13.713,0.544406,1,1,1,1
211,Digital Underground,Digital Underground ,The Humpty Dance ,The Humpty Dance,ARYSJWK1187B9B32CE,SOTPRJC1462EE1BA20,salami/0378,0.859292,0.124775,103.478,0.28177,0.112216,0.775041,0,-5.089,0.683267,8,0,1,2
212,Gladys Knight & The Pips,Gladys Knight,Best Thing That Ever Happened To Me ,The Best Thing That Ever Happened to Me,AR33KSV1187FB4B900,SOJRAFL141A315353F,salami/0380,0.62385,0.119739,189.859,0.068374,0.655035,0.341747,0.00187,-7.57,0.523279,1,0,0,2
213,Hocus Pocus,Focus ,Hocus Pocus ,Hocus Pocus,ARA76DO1187FB57EDF,SOCTIET1315CD501B6,salami/0381,0.94738,0.108681,141.742,0.058505,0.006063,0.627608,0.910206,-8.002,0.172189,6,0,1,3
214,Donovan,Donovan ,Sunshine Superman ,Sunshine Superman,AR6M65W1187FB3611E,SOCPORZ144B01C36C1,salami/0383,0.542159,0.145199,132.264,0.030768,0.345351,0.655574,0.000356,-11.224,0.607097,1,1,1,1
215,Sting,Sting ,If you love somebody set them free ,If You Love Somebody Set Them Free,ARUN2OO1187B9A7BF3,SORXJZS14373B75A63,salami/0384,0.592874,0.076696,124.951,0.028917,0.199754,0.621649,0,-18.297,0.746241,9,0,1,2
216,The Rolling Stones,Rolling Stones ,Time Is On My Side ,Time Is On My Side,ARFCUN31187B9AD578,SOFFVUF144ACFBDAD0,salami/0387,0.870557,0.070928,216.732,0.177508,0.179251,0.2234,0,-7.011,0.379092,4,1,0,2
